"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 05 23:59:55 MSK 2024","Tue Feb 06 00:01:20 MSK 2024","85148","","User logins, create a box and add participants on santa website","","","","User logs and create box in sucessfully",""
